collision_date,latitude,longitude
2013-02-26,40.6088143,-73.9729958
2013-02-26,40.6863514,-73.9623996
2013-02-27,40.7152631,-73.9763192
2013-02-28,40.6381043,-74.0032536
2013-03-01,40.5937418,-73.9608458
2013-03-01,40.6703473,-73.9974153
2013-03-01,40.6400658,-74.0155623
2013-03-01,40.6699207,-73.9188878
2012-12-02,40.6697124,-73.9477302
2012-12-03,40.6638614,-73.9245506
2012-12-03,40.6572088,-73.9002951
2012-12-03,40.641947,-73.9166193
2012-12-03,40.7242651,-73.9376542
2012-12-03,40.6535635,-73.9344839
2012-12-03,40.6567645,-73.9181469
2012-12-04,40.6071178,-73.9884214
2012-12-04,40.5985237,-73.9865684
2012-12-05,40.693439,-73.9967185
2012-12-05,40.7034722,-73.9305938
2012-12-05,40.6765971,-73.8903771
2012-12-05,40.6152042,-73.9633618
2012-12-06,40.7294423,-73.9441835
2012-12-06,40.7039378,-73.9598425
2012-12-06,40.6012961,-73.9549428
2012-12-07,40.6835456,-73.9076615
2012-12-07,40.6299159,-73.9866737
2012-12-07,40.6639033,-73.9399274
2012-12-07,40.598312,-73.9611853
2012-12-08,40.6766932,-73.9968274
2012-12-08,40.7020459,-73.9155992
2012-12-08,40.7032389,-73.9261399
2012-12-08,40.7111671,-73.9488916
2012-12-08,40.5838624,-73.9397798
2012-12-09,40.6094167,-73.9676868
2012-12-09,40.7019617,-73.9440046
2012-12-09,40.6578658,-73.8922676
2012-12-09,40.6328856,-73.9476978
2012-12-09,40.6613849,-73.884098
2012-12-10,40.6773595,-73.8868607
2012-12-10,40.6815143,-73.9041166
2012-12-10,40.6470487,-73.8954166
2012-12-10,40.6964184,-73.9597686
2012-12-11,40.6233563,-74.0078386
2012-12-11,40.5967567,-73.9334126
2012-12-11,40.6187891,-73.9942547
2012-12-12,40.623268,-73.9321938
2012-12-12,40.7127143,-73.9605595
2012-12-12,40.6138389,-73.9814363
2012-12-13,40.6967593,-73.9848789
2012-12-14,40.678723,-73.9529869
2012-12-15,40.5977912,-73.9731226
2012-12-15,40.6244735,-74.0066788
2012-12-15,40.5977197,-73.9325762
2012-12-15,40.5913969,-73.9078675
2012-12-16,40.6649536,-73.9933496
2012-12-17,40.703244,-73.9345613
2012-12-17,40.607244,-73.9872545
2012-12-18,40.7307372,-73.9486385
2012-12-18,40.6278296,-73.8902049
2012-12-18,40.7141086,-73.9532051
2012-12-18,40.6459972,-74.0163384
