collision_date,latitude,longitude,zip_code,contributing_factor_vehicle_1
2020-06-07,40.59399,-73.9962,11214,Driver Inattention/Distraction
2020-06-07,40.66457,-73.99713,11232,Aggressive Driving/Road Rage
2020-06-07,40.70145,-73.989624,,Driver Inattention/Distraction
2020-06-07,40.67148,-73.898674,,Reaction to Uninvolved Vehicle
2020-06-07,40.6975,-73.90952,11237,Driver Inattention/Distraction
2020-06-07,40.674,-73.982285,11215,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2020-06-07,40.654278,-73.92292,11203,Unspecified
2020-06-07,40.63531,-73.9005,11236,Driver Inattention/Distraction
2020-06-07,40.706703,-73.935715,,Driver Inattention/Distraction
2020-06-07,40.637413,-73.94426,11210,Unspecified
2020-06-07,40.652542,-73.92029,11236,Driver Inattention/Distraction
2020-06-07,40.62774,-73.981575,11204,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
