day,collision_date,NUM_COLLISIONS
5,2019-06-07,734
6,2019-06-08,580
7,2019-06-09,526
1,2019-06-10,613
2,2019-06-11,682
3,2019-06-12,686
4,2019-06-13,634
5,2019-06-14,749
6,2019-06-15,620
7,2019-06-16,509
1,2019-06-17,552
2,2019-06-18,721
3,2019-06-19,591
4,2019-06-20,697
5,2019-06-21,771
6,2019-06-22,635
7,2019-06-23,559
1,2019-06-24,731
2,2019-06-25,662
3,2019-06-26,803
4,2019-06-27,734
5,2019-06-28,753
6,2019-06-29,660
7,2019-06-30,569
1,2019-07-01,693
2,2019-07-02,591
3,2019-07-03,654
4,2019-07-04,394
5,2019-07-05,542
6,2019-07-06,471
7,2019-07-07,441
1,2019-07-08,592
2,2019-07-09,661
3,2019-07-10,553
4,2019-07-11,658
5,2019-07-12,747
6,2019-07-13,558
7,2019-07-14,497
1,2019-07-15,637
2,2019-07-16,658
3,2019-07-17,630
4,2019-07-18,620
5,2019-07-19,666
6,2019-07-20,586
7,2019-07-21,477
1,2019-07-22,640
2,2019-07-23,553
3,2019-07-24,626
4,2019-07-25,605
5,2019-07-26,650
6,2019-07-27,602
7,2019-07-28,527
1,2019-07-29,649
2,2019-07-30,638
3,2019-07-31,604
4,2019-08-01,618
5,2019-08-02,610
6,2019-08-03,566
7,2019-08-04,499
1,2019-08-05,616
2,2019-08-06,551
3,2019-08-07,608
4,2019-08-08,646
5,2019-08-09,645
6,2019-08-10,572
7,2019-08-11,484
1,2019-08-12,586
2,2019-08-13,469
3,2019-08-14,537
4,2019-08-15,560
5,2019-08-16,523
6,2019-08-17,533
7,2019-08-18,481
1,2019-08-19,563
2,2019-08-20,574
3,2019-08-21,522
4,2019-08-22,587
5,2019-08-23,569
6,2019-08-24,514
7,2019-08-25,482
1,2019-08-26,494
2,2019-08-27,529
3,2019-08-28,553
4,2019-08-29,592
5,2019-08-30,630
6,2019-08-31,502
7,2019-09-01,473
1,2019-09-02,427
2,2019-09-03,652
3,2019-09-04,600
4,2019-09-05,628
5,2019-09-06,591
6,2019-09-07,489
7,2019-09-08,462
1,2019-09-09,603
2,2019-09-10,605
3,2019-09-11,624
4,2019-09-12,689
5,2019-09-13,687
6,2019-09-14,488
7,2019-09-15,604
1,2019-09-16,620
2,2019-09-17,635
3,2019-09-18,605
4,2019-09-19,605
5,2019-09-20,688
6,2019-09-21,577
7,2019-09-22,515
1,2019-09-23,639
2,2019-09-24,628
3,2019-09-25,604
4,2019-09-26,645
5,2019-09-27,703
6,2019-09-28,532
7,2019-09-29,488
1,2019-09-30,435
2,2019-10-01,454
3,2019-10-02,688
4,2019-10-03,690
5,2019-10-04,708
6,2019-10-05,557
7,2019-10-06,435
1,2019-10-07,575
2,2019-10-08,523
3,2019-10-09,383
4,2019-10-10,615
5,2019-10-11,606
6,2019-10-12,502
7,2019-10-13,441
1,2019-10-14,400
2,2019-10-15,549
3,2019-10-16,658
4,2019-10-17,608
5,2019-10-18,634
6,2019-10-19,586
7,2019-10-20,500
1,2019-10-21,559
2,2019-10-22,562
3,2019-10-23,669
4,2019-10-24,613
5,2019-10-25,647
6,2019-10-26,525
7,2019-10-27,467
1,2019-10-28,607
2,2019-10-29,639
3,2019-10-30,595
4,2019-10-31,616
5,2019-11-01,782
6,2019-11-02,506
7,2019-11-03,479
1,2019-11-04,623
2,2019-11-05,440
3,2019-11-06,615
4,2019-11-07,669
5,2019-11-08,676
6,2019-11-09,502
7,2019-11-10,457
1,2019-11-11,481
2,2019-11-12,595
3,2019-11-13,599
4,2019-11-14,545
5,2019-11-15,621
6,2019-11-16,527
7,2019-11-17,444
1,2019-11-18,743
2,2019-11-19,629
3,2019-11-20,526
4,2019-11-21,647
5,2019-11-22,633
6,2019-11-23,528
7,2019-11-24,517
1,2019-11-25,641
2,2019-11-26,702
3,2019-11-27,561
4,2019-11-28,374
5,2019-11-29,425
6,2019-11-30,465
7,2019-12-01,409
1,2019-12-02,580
2,2019-12-03,620
3,2019-12-04,552
4,2019-12-05,597
5,2019-12-06,563
6,2019-12-07,566
7,2019-12-08,455
1,2019-12-09,737
2,2019-12-10,667
3,2019-12-11,578
4,2019-12-12,599
5,2019-12-13,760
6,2019-12-14,577
7,2019-12-15,503
1,2019-12-16,519
2,2019-12-17,700
3,2019-12-18,701
4,2019-12-19,698
5,2019-12-20,698
6,2019-12-21,520
7,2019-12-22,510
1,2019-12-23,593
2,2019-12-24,530
3,2019-12-25,264
4,2019-12-26,414
5,2019-12-27,448
6,2019-12-28,355
7,2019-12-29,384
1,2019-12-30,518
2,2019-12-31,443
3,2020-01-01,337
4,2020-01-02,410
5,2020-01-03,452
6,2020-01-04,347
7,2020-01-05,286
1,2020-01-06,455
2,2020-01-07,402
3,2020-01-08,451
4,2020-01-09,517
5,2020-01-10,520
6,2020-01-11,438
7,2020-01-12,387
1,2020-01-13,473
2,2020-01-14,497
3,2020-01-15,506
4,2020-01-16,547
5,2020-01-17,565
6,2020-01-18,773
7,2020-01-19,360
1,2020-01-20,389
2,2020-01-21,554
3,2020-01-22,489
4,2020-01-23,450
5,2020-01-24,523
6,2020-01-25,383
7,2020-01-26,395
1,2020-01-27,451
2,2020-01-28,404
3,2020-01-29,491
4,2020-01-30,522
5,2020-01-31,517
6,2020-02-01,409
7,2020-02-02,389
1,2020-02-03,558
2,2020-02-04,464
3,2020-02-05,432
4,2020-02-06,544
5,2020-02-07,604
6,2020-02-08,466
7,2020-02-09,371
1,2020-02-10,571
2,2020-02-11,458
3,2020-02-12,438
4,2020-02-13,503
5,2020-02-14,631
6,2020-02-15,440
7,2020-02-16,387
1,2020-02-17,339
2,2020-02-18,426
3,2020-02-19,477
4,2020-02-20,448
5,2020-02-21,502
6,2020-02-22,407
7,2020-02-23,392
1,2020-02-24,493
2,2020-02-25,526
3,2020-02-26,449
4,2020-02-27,581
5,2020-02-28,529
6,2020-02-29,456
7,2020-03-01,423
1,2020-03-02,562
2,2020-03-03,550
3,2020-03-04,541
4,2020-03-05,528
5,2020-03-06,673
6,2020-03-07,515
7,2020-03-08,408
1,2020-03-09,545
2,2020-03-10,450
3,2020-03-11,473
4,2020-03-12,455
5,2020-03-13,551
6,2020-03-14,370
7,2020-03-15,331
1,2020-03-16,378
2,2020-03-17,374
3,2020-03-18,297
4,2020-03-19,337
5,2020-03-20,305
6,2020-03-21,237
7,2020-03-22,139
1,2020-03-23,225
2,2020-03-24,200
3,2020-03-25,168
4,2020-03-26,187
5,2020-03-27,195
6,2020-03-28,183
7,2020-03-29,146
1,2020-03-30,165
2,2020-03-31,157
3,2020-04-01,154
4,2020-04-02,166
5,2020-04-03,190
6,2020-04-04,155
7,2020-04-05,93
1,2020-04-06,127
2,2020-04-07,129
3,2020-04-08,124
4,2020-04-09,103
5,2020-04-10,115
6,2020-04-11,121
7,2020-04-12,106
1,2020-04-13,137
2,2020-04-14,135
3,2020-04-15,138
4,2020-04-16,138
5,2020-04-17,157
6,2020-04-18,125
7,2020-04-19,102
1,2020-04-20,140
2,2020-04-21,120
3,2020-04-22,148
4,2020-04-23,108
5,2020-04-24,172
6,2020-04-25,152
7,2020-04-26,140
1,2020-04-27,131
2,2020-04-28,185
3,2020-04-29,137
4,2020-04-30,173
5,2020-05-01,186
6,2020-05-02,188
7,2020-05-03,166
1,2020-05-04,173
2,2020-05-05,174
3,2020-05-06,184
4,2020-05-07,175
5,2020-05-08,176
6,2020-05-09,147
7,2020-05-10,161
1,2020-05-11,173
2,2020-05-12,191
3,2020-05-13,212
4,2020-05-14,171
5,2020-05-15,242
6,2020-05-16,216
7,2020-05-17,171
1,2020-05-18,185
2,2020-05-19,229
3,2020-05-20,192
4,2020-05-21,211
5,2020-05-22,264
6,2020-05-23,193
7,2020-05-24,197
1,2020-05-25,213
2,2020-05-26,223
3,2020-05-27,239
4,2020-05-28,209
5,2020-05-29,258
6,2020-05-30,226
7,2020-05-31,208
1,2020-06-01,196
2,2020-06-02,197
3,2020-06-03,216
4,2020-06-04,244
5,2020-06-05,248
6,2020-06-06,260
7,2020-06-07,206
1,2020-06-08,234
2,2020-06-09,251
3,2020-06-10,238
4,2020-06-11,249
5,2020-06-12,276
6,2020-06-13,282
7,2020-06-14,229
1,2020-06-15,222
2,2020-06-16,259
3,2020-06-17,244
4,2020-06-18,226
5,2020-06-19,305
6,2020-06-20,244
7,2020-06-21,243
1,2020-06-22,295
2,2020-06-23,290
3,2020-06-24,300
4,2020-06-25,250
5,2020-06-26,336
6,2020-06-27,272
7,2020-06-28,240
1,2020-06-29,300
2,2020-06-30,278
3,2020-07-01,259
4,2020-07-02,340
5,2020-07-03,302
6,2020-07-04,278
7,2020-07-05,291
1,2020-07-06,257
2,2020-07-07,243
3,2020-07-08,267
4,2020-07-09,313
5,2020-07-10,296
6,2020-07-11,274
7,2020-07-12,291
1,2020-07-13,290
2,2020-07-14,320
3,2020-07-15,268
4,2020-07-16,322
5,2020-07-17,308
6,2020-07-18,316
7,2020-07-19,310
1,2020-07-20,281
2,2020-07-21,331
3,2020-07-22,289
4,2020-07-23,332
5,2020-07-24,312
6,2020-07-25,290
7,2020-07-26,311
1,2020-07-27,320
2,2020-07-28,298
3,2020-07-29,318
4,2020-07-30,299
5,2020-07-31,343
6,2020-08-01,375
7,2020-08-02,285
1,2020-08-03,353
2,2020-08-04,451
3,2020-08-05,344
4,2020-08-06,356
5,2020-08-07,336
6,2020-08-08,260
7,2020-08-09,282
1,2020-08-10,320
2,2020-08-11,316
3,2020-08-12,290
4,2020-08-13,275
5,2020-08-14,342
6,2020-08-15,312
7,2020-08-16,279
1,2020-08-17,288
2,2020-08-18,311
3,2020-08-19,286
4,2020-08-20,306
5,2020-08-21,348
6,2020-08-22,328
7,2020-08-23,316
1,2020-08-24,319
2,2020-08-25,286
3,2020-08-26,310
4,2020-08-27,341
5,2020-08-28,306
6,2020-08-29,291
7,2020-08-30,303
1,2020-08-31,294
2,2020-09-01,337
3,2020-09-02,307
4,2020-09-03,362
5,2020-09-04,383
6,2020-09-05,362
7,2020-09-06,293
1,2020-09-07,295
2,2020-09-08,336
3,2020-09-09,292
4,2020-09-10,347
5,2020-09-11,351
6,2020-09-12,304
7,2020-09-13,245
1,2020-09-14,288
2,2020-09-15,300
3,2020-09-16,306
4,2020-09-17,322
5,2020-09-18,341
6,2020-09-19,330
7,2020-09-20,273
1,2020-09-21,310
2,2020-09-22,306
3,2020-09-23,356
4,2020-09-24,297
5,2020-09-25,348
6,2020-09-26,330
7,2020-09-27,315
1,2020-09-28,300
2,2020-09-29,317
3,2020-09-30,347
4,2020-10-01,331
5,2020-10-02,351
6,2020-10-03,321
7,2020-10-04,268
1,2020-10-05,302
2,2020-10-06,324
3,2020-10-07,307
4,2020-10-08,332
5,2020-10-09,330
6,2020-10-10,274
7,2020-10-11,247
1,2020-10-12,323
2,2020-10-13,322
3,2020-10-14,333
4,2020-10-15,309
5,2020-10-16,303
6,2020-10-17,331
7,2020-10-18,303
1,2020-10-19,276
2,2020-10-20,336
3,2020-10-21,337
4,2020-10-22,262
5,2020-10-23,336
6,2020-10-24,300
7,2020-10-25,279
1,2020-10-26,313
2,2020-10-27,261
3,2020-10-28,305
4,2020-10-29,334
5,2020-10-30,388
6,2020-10-31,331
7,2020-11-01,307
1,2020-11-02,325
2,2020-11-03,282
3,2020-11-04,299
4,2020-11-05,354
5,2020-11-06,361
6,2020-11-07,325
7,2020-11-08,324
1,2020-11-09,315
2,2020-11-10,340
3,2020-11-11,296
4,2020-11-12,319
5,2020-11-13,385
6,2020-11-14,290
7,2020-11-15,243
1,2020-11-16,297
2,2020-11-17,249
3,2020-11-18,286
4,2020-11-19,274
5,2020-11-20,339
6,2020-11-21,302
7,2020-11-22,213
1,2020-11-23,271
2,2020-11-24,298
3,2020-11-25,240
4,2020-11-26,177
5,2020-11-27,231
6,2020-11-28,168
